ID,CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
13991,10104000,Pacheco St,56,32nd Ave,33rd Ave,8/16/2018,Survey,Yes,Residential
13992,10102000,Pacheco St,57,30th Ave,31st Ave,8/16/2018,Survey,Yes,Residential
13993,10103000,Pacheco St,70,31st Ave,32nd Ave,8/16/2018,Survey,Yes,Residential
13994,10101000,Pacheco St,80,29th Ave,30th Ave,8/16/2018,Survey,Yes,Residential
13995,10100000,Pacheco St,83,28th Ave,29th Ave,8/16/2018,Survey,Yes,Residential
13996,10116000,Pacheco St,85,47th Ave,48th Ave,8/16/2018,Survey,Yes,Residential
13997,10117000,Pacheco St,86,48th Ave,Great Hwy,8/16/2018,Survey,Yes,Residential
13998,10113000,Pacheco St,87,44th Ave,45th Ave,8/16/2018,Survey,Yes,Residential
13999,10095000,Pacheco St,87,19th Ave,20th Ave,8/16/2018,Survey,Yes,Residential
14000,10115000,Pacheco St,87,46th Ave,47th Ave,8/16/2018,Survey,Yes,Residential
14001,10099000,Pacheco St,87,23rd Ave,24th Ave,8/16/2018,Survey,Yes,Residential
14002,10107000,Pacheco St,87,35th Ave,36th Ave,8/16/2018,Survey,Yes,Residential
14003,10106000,Pacheco St,87,34th Ave,35th Ave,8/16/2018,Survey,Yes,Residential
14004,10114000,Pacheco St,87,45th Ave,46th Ave,8/16/2018,Survey,Yes,Residential
14005,10074003,Pacheco St,100,End,Dewey Blvd,8/10/2018,Treatment,Yes,Residential
14006,10074002,Pacheco St,100,Merced Ave,End,8/10/2018,Treatment,Yes,Residential
14007,10074001,Pacheco St,100,Merced Ave,End,8/10/2018,Treatment,Yes,Residential
14008,10091000,Pacheco St,100,16th Ave,17th Ave,4/5/2018,Treatment,Yes,Residential
14009,10093000,Pacheco St,100,Anglo Aly,18th Ave,4/5/2018,Treatment,Yes,Residential
14010,10092000,Pacheco St,100,17th Ave,Anglo Aly,4/5/2018,Treatment,Yes,Residential
14011,10074001,PACHECO ST,28,MERCED AVE,END,7/21/2017,Survey,Yes,
14012,10074003,PACHECO ST,28,END,DEWEY BLVD,7/21/2017,Survey,Yes,
14013,10074002,PACHECO ST,46,MERCED AVE,END,7/21/2017,Survey,Yes,
14014,10074003,PACHECO ST,46,END,DEWEY BLVD,7/21/2017,Survey,Yes,
14015,10090000,Pacheco St,100,15th Ave \ Mandalay Ln,16th Ave,5/3/2016,Treatment,Yes,Residential
14016,27094000,Pacheco St,100,10th Ave,Intersection,11/22/2010,Treatment,No,
14017,33596000,PACHECO ST,100,VASQUEZ AVE,Intersection,11/6/2001,Treatment,No,
14018,23518000,Pacheco St: 47th Ave Intersection,100,PACHECO ST,Intersection,7/1/2015,Treatment,No,
14019,35076000,Pacheco St: End Intersection,100,END,Intersection,8/10/2018,Treatment,No,
14020,10163000,Pacific Ave,29,Lyon St,Presidio Ave \ Presidio Blvd,10/24/2018,Survey,Yes,Residential
14021,10164000,Pacific Ave,98,Presidio Ave \ Presidio Blvd,Walnut St,10/24/2018,Survey,Yes,Residential
14022,10148000,Pacific Ave,56,Van Ness Ave,Franklin St,10/23/2018,Survey,Yes,Residential
14023,10156000,Pacific Ave,75,Steiner St,Pierce St,10/23/2018,Survey,Yes,Residential
14024,10157000,Pacific Ave,78,Pierce St,Scott St,10/23/2018,Survey,Yes,Residential
14025,10158000,Pacific Ave,80,Scott St,Divisadero St,10/23/2018,Survey,Yes,Residential
14026,10155000,Pacific Ave,82,Fillmore St,Steiner St,10/23/2018,Survey,Yes,Residential
14027,10149000,Pacific Ave,83,Franklin St,Gough St,10/23/2018,Survey,Yes,Residential
14028,10151000,Pacific Ave,83,Octavia St,Laguna St,10/23/2018,Survey,Yes,Residential
14029,10150000,Pacific Ave,83,Gough St,Octavia St,10/23/2018,Survey,Yes,Residential
14030,10154000,Pacific Ave,84,Webster St,Fillmore St,10/23/2018,Survey,Yes,Residential
14031,10162000,Pacific Ave,46,Baker St,Lyon St,10/21/2018,Survey,Yes,Residential
14032,10161000,Pacific Ave,60,Broderick St,Baker St,10/21/2018,Survey,Yes,Residential
14033,10165000,Pacific Ave,84,Walnut St,Laurel St,10/21/2018,Survey,Yes,Residential
14034,10159000,Pacific Ave,85,Divisadero St,Raycliff Ter,10/21/2018,Survey,Yes,Residential
14035,10160000,Pacific Ave,85,Raycliff Ter,Broderick St,10/21/2018,Survey,Yes,Residential
14036,10143000,Pacific Ave,48,Burgoyne St,Hyde St,10/7/2018,Survey,Yes,Residential
14037,10146000,Pacific Ave,49,Larkin St,Polk St,10/7/2018,Survey,Yes,Residential
14038,10136000,Pacific Ave,54,Auburn St,Salmon St,10/7/2018,Survey,Yes,Residential
14039,10145000,Pacific Ave,57,Mccormick St \ Morrell Pl,Larkin St,10/7/2018,Survey,Yes,Residential
14040,10137000,Pacific Ave,57,Salmon St,Himmelmann Pl,10/7/2018,Survey,Yes,Residential
14041,10138000,Pacific Ave,61,Himmelmann Pl,Taylor St,10/7/2018,Survey,Yes,Residential
14042,10132000,Pacific Ave,62,Powell St,Keyes Aly,10/7/2018,Survey,Yes,Residential
14043,10147000,Pacific Ave,67,Polk St,Van Ness Ave,10/7/2018,Survey,Yes,Residential
14044,10142000,Pacific Ave,70,Leavenworth St,Burgoyne St,10/7/2018,Survey,Yes,Residential
14045,10140000,Pacific Ave,73,Phoenix Ter,Jones St,10/7/2018,Survey,Yes,Residential
14046,10144000,Pacific Ave,75,Hyde St,Mccormick St \ Morrell Pl,10/7/2018,Survey,Yes,Residential
14047,10139000,Pacific Ave,76,Taylor St,Phoenix Ter,10/7/2018,Survey,Yes,Residential
14048,10141000,Pacific Ave,80,Jones St,Leavenworth St,10/7/2018,Survey,Yes,Residential
14049,10135000,Pacific Ave,80,Mason St,Auburn St,10/7/2018,Survey,Yes,Residential
14050,10133000,Pacific Ave,80,Keyes Aly,Wayne Pl,10/7/2018,Survey,Yes,Residential
14051,10134000,Pacific Ave,81,Wayne Pl,Mason St,10/7/2018,Survey,Yes,Residential
14052,10128000,Pacific Ave,59,Pelton Pl,Stockton St,9/29/2018,Survey,Yes,Residential
14053,10124000,Pacific Ave,71,Kearny St,Columbus Ave,9/29/2018,Survey,Yes,Residential
14054,10125000,Pacific Ave,73,Columbus Ave,Beckett St,9/29/2018,Survey,Yes,Residential
14055,10127000,Pacific Ave,80,Grant Ave,Pelton Pl,9/29/2018,Survey,Yes,Residential
14056,10126000,Pacific Ave,81,Beckett St,Grant Ave,9/29/2018,Survey,Yes,Residential
14057,10122000,Pacific Ave,82,Montgomery St,Jerome Aly,9/29/2018,Survey,Yes,Residential
14058,10131000,Pacific Ave,82,Trenton St,Powell St,9/29/2018,Survey,Yes,Residential
14059,10123000,Pacific Ave,82,Jerome Aly,Kearny St,9/29/2018,Survey,Yes,Residential
14060,10130000,Pacific Ave,83,Cordelia St,Trenton St,9/29/2018,Survey,Yes,Residential
14061,10129000,Pacific Ave,83,Stockton St,Cordelia St,9/29/2018,Survey,Yes,Residential
14062,10121000,Pacific Ave,84,Osgood Pl,Montgomery St,9/29/2018,Survey,Yes,Residential
14063,10120000,Pacific Ave,85,Sansome St,Osgood Pl,9/29/2018,Survey,Yes,Residential
14064,10118000,Pacific Ave,89,Front St,Battery St,9/29/2018,Survey,Yes,Residential
14065,10119000,Pacific Ave,94,Battery St,Sansome St,6/6/2018,Treatment,Yes,Residential
14066,10152000,Pacific Ave,100,Laguna St,Buchanan St,6/30/2017,Treatment,Yes,Residential
14067,10153000,Pacific Ave,100,Buchanan St,Webster St,5/16/2017,Treatment,Yes,Residential
14068,26957000,Pacific Ave,100,Walnut St,Intersection,2/1/2013,Treatment,No,
14069,24761000,PACIFIC AVE,100,OSGOOD PL,Intersection,11/20/2008,Treatment,No,
14070,24767000,PACIFIC AVE,100,JEROME ALY,Intersection,11/20/2008,Treatment,No,
14071,10167000,PACIFIC AVE,16,LOCUST ST,SPRUCE ST,10/29/2008,Survey,No,
14072,10166000,PACIFIC AVE,53,LAUREL ST,LOCUST ST,10/29/2008,Survey,No,
14073,24793000,PACIFIC AVE,100,BECKETT ST,Intersection,10/13/2005,Treatment,No,
14074,25032000,PACIFIC AVE,100,GRANT AVE,Intersection,10/13/2005,Treatment,No,
14075,25037000,PACIFIC AVE,100,PELTON ALY,Intersection,10/13/2005,Treatment,No,
14076,25053000,PACIFIC AVE,100,STOCKTON ST,Intersection,10/13/2005,Treatment,No,
14077,25054000,PACIFIC AVE,100,CORDELIA ST,Intersection,10/13/2005,Treatment,No,
14078,25055000,PACIFIC AVE,100,TRENTON ST,Intersection,10/13/2005,Treatment,No,
14079,25064000,PACIFIC AVE,100,POWELL ST,Intersection,10/13/2005,Treatment,No,
14080,25065000,PACIFIC AVE,100,KEYES ALY,Intersection,10/13/2005,Treatment,No,
14081,25110000,PACIFIC AVE,100,WAYNE PL,Intersection,10/13/2005,Treatment,No,
14082,25124000,PACIFIC AVE,100,AUBURN ST,Intersection,10/13/2005,Treatment,No,
14083,25125000,PACIFIC AVE,100,SALMON ST,Intersection,10/13/2005,Treatment,No,
14084,25126000,PACIFIC AVE,100,HIMMELMANN PL,Intersection,10/13/2005,Treatment,No,
14085,25132000,PACIFIC AVE,100,JONES ST,Intersection,10/13/2005,Treatment,No,
14086,30722000,PACIFIC AVE,100,PHOENIX TER,Intersection,10/13/2005,Treatment,No,
14087,25130000,PACIFIC AVE,100,TAYLOR ST,Intersection,4/30/2000,Treatment,No,
14088,26549000,Pacific Ave: Franklin St Intersection,100,PACIFIC AVE,Intersection,5/25/2015,Treatment,No,
14089,26567000,Pacific Ave: Gough St Intersection,100,PACIFIC AVE,Intersection,7/27/2015,Treatment,No,
14090,25316000,Pacific Ave: Polk St Intersection,100,POLK ST,Intersection,4/25/2018,Treatment,No,
14091,10172000,Page St,62,Laguna St,Buchanan St,8/13/2018,Survey,Yes,Residential
14092,10181000,Page St,69,Baker St,Lyon St,8/13/2018,Survey,Yes,Residential
14093,10187000,Page St,70,Cole St,Shrader St,8/13/2018,Survey,Yes,Residential
14094,10180000,Page St,71,Broderick St,Baker St,8/13/2018,Survey,Yes,Residential
14095,10169000,Page St,73,Franklin St,Gough St,8/13/2018,Survey,Yes,Collector
14096,10185000,Page St,74,Ashbury St,Clayton St,8/13/2018,Survey,Yes,Residential
14097,10174000,Page St,76,Webster St,Fillmore St,8/13/2018,Survey,Yes,Residential
14098,10179000,Page St,76,Divisadero St,Broderick St,8/13/2018,Survey,Yes,Residential
14099,10183000,Page St,78,Central Ave,Masonic Ave,8/13/2018,Survey,Yes,Residential
14100,10186000,Page St,80,Clayton St,Cole St,8/13/2018,Survey,Yes,Residential
14101,10184000,Page St,81,Masonic Ave,Ashbury St,8/13/2018,Survey,Yes,Residential
14102,10171000,Page St,81,Octavia St,Laguna St,8/13/2018,Survey,Yes,Collector
14103,10170000,Page St,82,Gough St,Octavia St,8/13/2018,Survey,Yes,Collector
14104,10182000,Page St,82,Lyon St,Central Ave,8/13/2018,Survey,Yes,Residential
14105,10188000,Page St,83,Shrader St,Stanyan St,8/13/2018,Survey,Yes,Residential
14106,10168000,Page St,83,12th St \ Market St,Franklin St,8/13/2018,Survey,Yes,Residential
14107,10173000,Page St,83,Buchanan St,Webster St,8/13/2018,Survey,Yes,Residential
14108,10178000,Page St,85,Scott St,Divisadero St,8/13/2018,Survey,Yes,Residential
14109,10175000,Page St,85,Fillmore St,Steiner St,8/13/2018,Survey,Yes,Residential
14110,10176000,Page St,85,Steiner St,Pierce St,8/13/2018,Survey,Yes,Residential
14111,10177000,Page St,100,Pierce St,Scott St,6/22/2018,Treatment,Yes,Residential
14112,26325000,Page St,100,Lyon St,Intersection,9/4/2012,Treatment,No,
14113,24444000,PAGE ST,100,FRANKLIN ST,Intersection,6/23/2008,Treatment,No,
14114,24456000,PAGE ST,100,GOUGH ST,Intersection,6/23/2008,Treatment,No,
14115,25901000,PAGE ST,100,WEBSTER ST,Intersection,6/23/2008,Treatment,No,
14116,25903000,PAGE ST,100,BUCHANAN ST,Intersection,6/23/2008,Treatment,No,
14117,25908000,PAGE ST,100,LAGUNA ST,Intersection,6/23/2008,Treatment,No,
14118,25902000,PAGE ST,100,FILLMORE ST,Intersection,6/16/2008,Treatment,No,
14119,25995000,PAGE ST,100,STEINER ST,Intersection,6/16/2008,Treatment,No,
14120,26003000,PAGE ST,100,PIERCE ST,Intersection,6/16/2008,Treatment,No,
14121,26028000,PAGE ST,100,SCOTT ST,Intersection,6/16/2008,Treatment,No,
14122,26418000,Page St: Cole St Intersection,100,PAGE ST,Intersection,6/9/2015,Treatment,No,
14123,10189000,PAGODA PL,86,SACRAMENTO ST,END,10/29/2008,Survey,No,
14124,10190000,Palm Ave,62,California St,Euclid Ave,10/7/2018,Survey,Yes,Residential
14125,10191000,Palm Ave,76,Euclid Ave,Geary Blvd,10/7/2018,Survey,Yes,Residential
14126,10196000,Palmetto Ave,29,Alemany Blvd \ Saint Charles Ave,Chester Ave,9/28/2018,Survey,Yes,Residential
14127,10197000,Palmetto Ave,52,Chester Ave,Junipero Serra Blvd,9/28/2018,Survey,Yes,Residential
14128,10194000,Palmetto Ave,63,Head St,Victoria St,9/28/2018,Survey,Yes,Residential
14129,10195000,Palmetto Ave,78,Victoria St,Oceanview Ter \ Ramsell St \ Worcester Ave,9/28/2018,Survey,Yes,Residential
14130,32956000,PALO ALTO AVE,100,TWIN PEAKS BLVD,Intersection,3/6/2019,Treatment,No,
14131,32957000,PALO ALTO AVE,100,TWIN PEAKS BLVD,Intersection,3/6/2019,Treatment,No,
14132,10204002,Palo Alto Ave,61,Marview Way,Glenbrook Ave,10/8/2018,Survey,Yes,Residential
14133,10204001,Palo Alto Ave,85,End,Marview Way,10/8/2018,Survey,Yes,Residential
14134,10205000,Palo Alto Ave,85,Glenbrook Ave,End,10/8/2018,Survey,Yes,Residential
14135,10206000,Palo Alto Ave,62,End,La Avanzada,8/22/2017,Survey,Yes,Residential
14136,10204001,PALO ALTO AVE,71,END,MARVIEW WAY,8/28/1997,Survey,Yes,
14137,10204002,PALO ALTO AVE,71,MARVIEW WAY,GLENBROOK AVE,8/28/1997,Survey,Yes,
14138,10212000,Paloma Ave,65,Junipero Serra Blvd,Junipero Serra Blvd,9/28/2018,Survey,Yes,Residential
14139,10210000,Paloma Ave,100,Moncada Way,Mercedes Way,7/3/2018,Treatment,Yes,Residential
14140,10211000,Paloma Ave,100,Mercedes Way,Junipero Serra Blvd,7/3/2018,Treatment,Yes,Residential
14141,10209000,Paloma Ave,100,Ocean Ave,Moncada Way,7/3/2018,Treatment,Yes,Residential
14142,10213000,Palos Pl,91,Crestlake Dr,Sloat Blvd,8/21/2018,Survey,Yes,Residential
14143,10224000,Palou Ave,17,Newhall St,Phelps St,10/13/2018,Survey,Yes,Arterial
14144,10226000,Palou Ave,46,Dunshee St,Quint St \ Silver Ave,10/13/2018,Survey,Yes,Arterial
14145,10225000,Palou Ave,48,Phelps St,Dunshee St,10/13/2018,Survey,Yes,Arterial
14146,10230000,Palou Ave,55,Industrial St,Dorman Ave,10/13/2018,Survey,Yes,Residential
14147,10231000,Palou Ave,56,Dorman Ave,Barneveld Ave,10/13/2018,Survey,Yes,Residential
14148,10223000,Palou Ave,58,03rd St \ Mendell St,Newhall St,10/13/2018,Survey,Yes,Arterial
14149,10227000,Palou Ave,71,Quint St \ Silver Ave,Rankin St,10/13/2018,Survey,Yes,Arterial
14150,10222000,Palou Ave,33,Lane St,03rd St \ Mendell St,9/15/2018,Survey,Yes,Arterial
14151,10219000,Palou Ave,44,Ingalls St,Jennings St,9/15/2018,Survey,Yes,Arterial
14152,10217000,Palou Ave,55,Crisp Rd,Hawes St,9/15/2018,Survey,Yes,Arterial
14153,10215000,Palou Ave,57,End,Griffith St,9/15/2018,Survey,Yes,Residential
14154,10218000,Palou Ave,58,Hawes St,Ingalls St,9/15/2018,Survey,Yes,Arterial
14155,10220000,Palou Ave,58,Jennings St,Keith St,9/15/2018,Survey,Yes,Arterial
14156,10221000,Palou Ave,93,Keith St,Lane St,9/15/2018,Survey,Yes,Arterial
14157,20691000,Palou Ave,100,Quint St \ Silver Ave,Intersection,12/11/2014,Treatment,No,
14158,10228000,PALOU AVE,34,RANKIN ST,SELBY ST,8/10/2009,Survey,No,
14159,10216000,PALOU AVE,44,GRIFFITH ST,CRISP RD,8/10/2009,Survey,No,
14160,10229000,PALOU AVE,56,SELBY ST,INDUSTRIAL ST,8/10/2009,Survey,No,
14161,10236000,Panorama Dr,87,Mountview Ct,Longview Ct,11/7/2018,Survey,Yes,Collector
14162,10239000,Panorama Dr,63,Starview Way,Olympia Way,10/22/2018,Survey,Yes,Collector
14163,10234000,Panorama Dr,47,Twin Peaks Blvd,Midcrest Way,9/6/2018,Survey,Yes,Collector
14164,10238000,Panorama Dr,55,Cityview Way,Starview Way,9/6/2018,Survey,Yes,Collector
14165,10235000,Panorama Dr,65,Midcrest Way,Mountview Ct,9/6/2018,Survey,Yes,Collector
14166,10244000,Panorama Dr,80,Marview Way,Clairview Ct,9/6/2018,Survey,Yes,Collector
14167,10246000,Panorama Dr,83,Dellbrook Ave,Clarendon Ave,9/6/2018,Survey,Yes,Collector
14168,10240000,Panorama Dr,83,Olympia Way,Starview Way,9/6/2018,Survey,Yes,Collector
14169,10245000,Panorama Dr,83,Clairview Ct,Dellbrook Ave,9/6/2018,Survey,Yes,Collector
14170,10242000,Panorama Dr,83,Knollview Way,Gladeview Way,9/6/2018,Survey,Yes,Collector
14171,10243000,Panorama Dr,85,Gladeview Way,Marview Way,9/6/2018,Survey,Yes,Collector
14172,10237000,Panorama Dr,87,Longview Ct,Cityview Way,9/6/2018,Survey,Yes,Collector
14173,10241000,Panorama Dr,87,Starview Way,Knollview Way,9/6/2018,Survey,Yes,Collector
14174,26222000,PANORAMA DR,100,GLADEVIEW WAY,Intersection,10/3/2007,Treatment,No,
14175,26235000,PANORAMA DR,100,STARVIEW WAY,Intersection,10/3/2007,Treatment,No,
14176,26237000,PANORAMA DR,100,OLYMPIA WAY,Intersection,10/3/2007,Treatment,No,
14177,26238000,PANORAMA DR,100,KNOLLVIEW WAY,Intersection,10/3/2007,Treatment,No,
14178,26239000,PANORAMA DR,100,STARVIEW WAY,Intersection,10/3/2007,Treatment,No,
14179,26230000,PANORAMA DR,100,CLAIRVIEW CT,Intersection,9/4/2007,Treatment,No,
14180,26246000,PANORAMA DR,100,DELLBROOK AVE,Intersection,9/4/2007,Treatment,No,
14181,22415000,PANORAMA DR,100,TWIN PEAKS BLVD,Intersection,2/15/2000,Treatment,No,
14182,10247000,Paradise Ave,83,Burnside Ave,Elk St,8/24/2018,Survey,Yes,Residential
14183,10248000,Paraiso Pl,87,Crestlake Dr,Sloat Blvd,8/21/2018,Survey,Yes,Residential
14184,23220000,PARAISO PL,100,SLOAT BLVD,Intersection,4/27/2010,Treatment,No,
14185,10249000,Paramount Ter,43,Stanyan St,End,8/2/2018,Survey,Yes,Residential
14186,10254000,Paris St,36,Persia Ave,Russia Ave,9/3/2018,Survey,Yes,Residential
14187,10253000,Paris St,40,Brazil Ave,Persia Ave,9/3/2018,Survey,Yes,Residential
14188,10251000,Paris St,41,Avalon Ave,Excelsior Ave,9/3/2018,Survey,Yes,Residential
14189,10255000,Paris St,50,Russia Ave,France Ave,9/3/2018,Survey,Yes,Residential
14190,10252000,Paris St,51,Excelsior Ave,Brazil Ave,9/3/2018,Survey,Yes,Residential
14191,10258000,Paris St,73,Amazon Ave,Geneva Ave,9/3/2018,Survey,Yes,Residential
14192,10257000,Paris St,75,Italy Ave,Amazon Ave,9/3/2018,Survey,Yes,Residential
14193,10256000,Paris St,84,France Ave,Italy Ave,9/3/2018,Survey,Yes,Residential
14194,10259000,Paris St,50,Geneva Ave,Rolph St,9/2/2018,Survey,Yes,Residential
14195,10264000,Park Hill Ave,72,Buena Vista Ave,15th St \ Roosevelt Way,11/6/2018,Survey,Yes,Residential
14196,10267101,PARK PRESIDIO BLVD E/S,36,CLEMENT ST,GEARY BLVD,8/10/2009,Survey,No,
14197,10265101,PARK PRESIDIO BLVD E/S,41,HWY 1 NORTHBOUND  \ HWY 1 SOUTHBOUND  \ LAKE ST,CALIFORNIA ST,8/10/2009,Survey,No,
14198,10266101,PARK PRESIDIO BLVD E/S,43,CALIFORNIA ST,CLEMENT ST,8/10/2009,Survey,No,
14199,10268201,PARK PRESIDIO BLVD E/S,50,GEARY BLVD,ANZA ST,8/10/2009,Survey,No,
14200,10270101,PARK PRESIDIO BLVD E/S,50,BALBOA ST,CABRILLO ST,8/10/2009,Survey,No,
14201,10271101,PARK PRESIDIO BLVD E/S,50,CABRILLO ST,FULTON ST \ PARK PRESIDIO BYPASS DR,8/10/2009,Survey,No,
14202,10269201,PARK PRESIDIO BLVD E/S,58,ANZA ST,BALBOA ST,8/10/2009,Survey,No,
14203,10265201,PARK PRESIDIO BLVD W/S,41,HWY 1 NORTHBOUND  \ HWY 1 SOUTHBOUND  \ LAKE ST,CALIFORNIA ST,8/10/2009,Survey,No,
14204,10266201,PARK PRESIDIO BLVD W/S,46,CALIFORNIA ST,CLEMENT ST,8/10/2009,Survey,No,
14205,10267201,PARK PRESIDIO BLVD W/S,46,CLEMENT ST,GEARY BLVD,8/10/2009,Survey,No,
14206,10269101,PARK PRESIDIO BLVD W/S,46,ANZA ST,BALBOA ST,8/10/2009,Survey,No,
14207,10270201,PARK PRESIDIO BLVD W/S,58,BALBOA ST,CABRILLO ST,8/10/2009,Survey,No,
14208,10268101,PARK PRESIDIO BLVD W/S,65,GEARY BLVD,ANZA ST,8/10/2009,Survey,No,
14209,10271201,PARK PRESIDIO BLVD W/S,65,CABRILLO ST,FULTON ST \ PARK PRESIDIO BYPASS DR,8/10/2009,Survey,No,
14210,10272101,PARK PRESIDIO BYPASS DR,50,FULTON ST \ PARK PRESIDIO BLVD,CROSSOVER DR,10/29/2008,Survey,No,
14211,10272201,PARK PRESIDIO BYPASS DR,50,FULTON ST \ PARK PRESIDIO BLVD,CROSSOVER DR,10/29/2008,Survey,No,
14212,10260000,Park St,89,End,Mission St,8/24/2018,Survey,Yes,Residential
14213,10261000,Park St,86,Mission St,Leese St,7/19/2018,Survey,Yes,Residential
14214,10263000,Park St,86,Holly Park Cir,Andover St,7/19/2018,Survey,Yes,Residential
14215,10262000,Park St,87,Leese St,Holly Park Cir,7/19/2018,Survey,Yes,Residential
14216,10274000,Parker Ave,80,Euclid Ave,Geary Blvd,10/7/2018,Survey,Yes,Residential
14217,10273000,Parker Ave,83,California St,Euclid Ave,10/7/2018,Survey,Yes,Residential
14218,10279000,Parker Ave,85,Golden Gate Ave,Mcallister St,7/30/2018,Survey,Yes,Residential
14219,10280000,Parker Ave,85,Mcallister St,Fulton St,7/30/2018,Survey,Yes,Residential
14220,10278000,Parker Ave,87,Turk Blvd,Golden Gate Ave,7/30/2018,Survey,Yes,Arterial
14221,10275000,Parker Ave,87,Geary Blvd,Anza St,7/30/2018,Survey,Yes,Residential
14222,10277000,Parker Ave,87,Lone Mountain Ter,Turk Blvd,7/30/2018,Survey,Yes,Residential
14223,10276000,Parker Ave,87,Anza St,Lone Mountain Ter,7/30/2018,Survey,Yes,Residential
14224,26481000,PARKER AVE,100,TURK BLVD,Intersection,6/12/2000,Treatment,No,
14225,26473000,Parker Ave: Golden Gate Ave Intersection,100,PARKER AVE,Intersection,6/29/2015,Treatment,No,
14226,32828000,Parker Ave: Lone Mountain Ter Intersection,100,PARKER AVE,Intersection,8/7/2015,Treatment,No,
14227,26472000,Parker Ave: Mcallister St Intersection,100,PARKER AVE,Intersection,6/29/2015,Treatment,No,
14228,10281000,Parkhurst Aly,44,Clay St,End,10/20/2018,Survey,Yes,Residential
14229,10283000,Parkridge Dr,93,Vista Ln,Vista Ln,8/24/2018,Survey,Yes,Residential
14230,10284000,Parkridge Dr,95,Vista Ln,Crestline Dr,8/24/2018,Survey,Yes,Residential
14231,10282000,Parkridge Dr,95,Burnett Ave,Vista Ln,8/24/2018,Survey,Yes,Residential
14232,32974000,Parkridge Dr,100,Vista Ln,Intersection,10/29/2014,Treatment,No,
14233,32985000,Parkridge Dr,100,Vista Ln,Intersection,10/29/2014,Treatment,No,
14234,10293000,Parnassus Ave,81,Hillway Ave,03rd Ave,10/8/2018,Survey,Yes,Arterial
14235,10294000,Parnassus Ave,86,03rd Ave,04th Ave,10/8/2018,Survey,Yes,Arterial
14236,10292002,Parnassus Ave,90,Medical Center Way,Hillway Ave,10/8/2018,Survey,Yes,Arterial
14237,10285000,Parnassus Ave,72,Clayton St,Belvedere St,8/8/2018,Survey,Yes,Arterial
14238,10286000,Parnassus Ave,73,Belvedere St,Cole St,8/8/2018,Survey,Yes,Arterial
14239,10288000,Parnassus Ave,74,Shrader St,Stanyan St,8/8/2018,Survey,Yes,Arterial
14240,10290000,Parnassus Ave,76,Woodland Ave,Willard St,8/8/2018,Survey,Yes,Arterial
14241,10291000,Parnassus Ave,77,Willard St,Hill Point Ave,8/8/2018,Survey,Yes,Arterial
14242,10287000,Parnassus Ave,79,Cole St,Shrader St,8/8/2018,Survey,Yes,Arterial
14243,10292001,Parnassus Ave,80,Hill Point Ave,Medical Center Way,8/8/2018,Survey,Yes,Arterial
14244,10295000,Parnassus Ave,83,04th Ave,05th Ave \ Judah St,8/8/2018,Survey,Yes,Arterial
14245,10289000,Parnassus Ave,87,Stanyan St,Woodland Ave,8/8/2018,Survey,Yes,Arterial
14246,26275000,PARNASSUS AVE,100,BELVEDERE ST,Intersection,10/2/2012,Treatment,No,
14247,26299000,PARNASSUS AVE,100,SHRADER ST,Intersection,10/2/2012,Treatment,No,
14248,26302000,PARNASSUS AVE,100,STANYAN ST,Intersection,10/2/2012,Treatment,No,
14249,26401000,PARNASSUS AVE,100,CLAYTON ST,Intersection,10/2/2012,Treatment,No,
