ID,CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
1937,23721000,24th St: San Bruno Ave Intersection,100,SAN BRUNO AVE,Intersection,3/6/2019,Treatment,No,
1938,1463000,25th Ave,60,Seacliff Ave,End,10/21/2018,Survey,Yes,Residential
1939,1464000,25th Ave,64,End,End,10/21/2018,Survey,Yes,Residential
1940,1465000,25th Ave,76,End,End,10/21/2018,Survey,Yes,Residential
1941,1372000,25th Ave,83,El Camino Del Mar,Lake St,10/21/2018,Survey,Yes,Arterial
1942,1369000,25th Ave,85,End,Seacliff Ave,10/21/2018,Survey,Yes,Residential
1943,1371000,25th Ave,85,Scenic Way,El Camino Del Mar,10/21/2018,Survey,Yes,Residential
1944,1370000,25th Ave,85,Seacliff Ave,Scenic Way,10/21/2018,Survey,Yes,Residential
1945,1379000,25th Ave,100,Cabrillo St,Crossover Dr \ Fulton St,10/3/2018,Treatment,Yes,Arterial
1946,1392000,25th Ave,94,Ulloa St,Vicente St,9/14/2018,Treatment,Yes,Residential
1947,1382000,25th Ave,38,Irving St,Judah St,8/25/2018,Survey,Yes,Residential
1948,1381000,25th Ave,84,Lincoln Way,Irving St,8/25/2018,Survey,Yes,Residential
1949,1384000,25th Ave,85,Kirkham St,Lawton St,8/25/2018,Survey,Yes,Residential
1950,1383000,25th Ave,85,Judah St,Kirkham St,8/25/2018,Survey,Yes,Residential
1951,1389000,25th Ave,87,Rivera St,Santiago St,8/25/2018,Survey,Yes,Residential
1952,1386000,25th Ave,87,Moraga St,Noriega St,8/25/2018,Survey,Yes,Residential
1953,1391000,25th Ave,88,Taraval St,Ulloa St,8/25/2018,Survey,Yes,Residential
1954,1388000,25th Ave,88,Quintara St,Rivera St,8/25/2018,Survey,Yes,Residential
1955,1393000,25th Ave,88,Vicente St,Rosemary Ct,8/25/2018,Survey,Yes,Residential
1956,1373000,25th Ave,83,Lake St,California St,7/27/2018,Survey,Yes,Arterial
1957,1378000,25th Ave,87,Balboa St,Cabrillo St,7/27/2018,Survey,Yes,Arterial
1958,1375000,25th Ave,87,Clement St,Geary Blvd,7/27/2018,Survey,Yes,Arterial
1959,1376000,25th Ave,87,Geary Blvd,Anza St,7/27/2018,Survey,Yes,Arterial
1960,1377000,25th Ave,87,Anza St,Balboa St,7/27/2018,Survey,Yes,Arterial
1961,1374000,25th Ave,87,California St,Clement St,7/27/2018,Survey,Yes,Arterial
1962,1396000,25th Ave,85,Ocean Ave,Eucalyptus Dr,10/16/2017,Treatment,Yes,Residential
1963,1395000,25th Ave,87,Sloat Blvd,Ocean Ave,10/16/2017,Treatment,Yes,Residential
1964,1385000,25th Ave,52,Lawton St,Moraga St,6/22/2017,Survey,Yes,Residential
1965,1390000,25th Ave,57,Santiago St,Taraval St,6/22/2017,Survey,Yes,Residential
1966,1387000,25th Ave,94,Noriega St,Ortega St,12/2/2016,Treatment,Yes,Residential
1967,27653000,25th Ave,100,California St,Intersection,8/15/2014,Treatment,No,
1968,27663000,25th Ave,100,Scenic Way,Intersection,5/23/2014,Treatment,No,
1969,27414000,25th Ave,100,Kirkham St,Intersection,2/28/2014,Treatment,No,
1970,27545000,25th Ave,100,Balboa St,Intersection,5/17/2013,Treatment,No,
1971,1380000,25TH AVE,70,MARTIN LUTHER KING JR DR,LINCOLN WAY,8/10/2009,Survey,No,
1972,23273000,25TH AVE,100,RIVERA ST,Intersection,3/28/2003,Treatment,No,
1973,23230000,25TH AVE,100,ROSEMARY CT,Intersection,6/14/2002,Treatment,No,
1974,27555000,25TH AVE,100,CLEMENT ST,Intersection,5/3/2002,Treatment,No,
1975,32889000,25TH AVE,100,WAWONA ST,Intersection,4/16/1998,Treatment,No,
1976,27547000,25th Ave: Anza St Intersection,100,ANZA ST,Intersection,9/26/2017,Treatment,No,
1977,27422000,25th Ave: Irving St Intersection,100,IRVING ST,Intersection,1/23/2017,Treatment,No,
1978,1453000,25th St,79,Sanchez St,Noe St,7/11/2019,Treatment,Yes,Residential
1979,1411000,25th St,15,Mississippi St,Dakota St \ Texas St,10/24/2018,Survey,Yes,Residential
1980,1414000,25th St,24,Connecticut St,Wisconsin St,10/24/2018,Survey,Yes,Residential
1981,1416000,25th St,32,Littlefield Ter,De Haro St,10/24/2018,Survey,Yes,Residential
1982,1415000,25th St,35,Wisconsin St,Littlefield Ter,10/24/2018,Survey,Yes,Residential
1983,1410000,25th St,58,Pennsylvania Ave,Mississippi St,10/24/2018,Survey,Yes,Residential
1984,1459000,25th St,87,Hoffman Ave,Fountain St,10/22/2018,Survey,Yes,Residential
1985,1418000,25th St,83,Rhode Island St,Kansas St,10/14/2018,Survey,Yes,Residential
1986,1417000,25th St,84,De Haro St,Rhode Island St,10/14/2018,Survey,Yes,Residential
1987,1420000,25th St,53,Vermont St,San Bruno Ave,9/16/2018,Survey,Yes,Collector
1988,1422000,25th St,56,Utah St,Potrero Ave,9/16/2018,Survey,Yes,Collector
1989,1421000,25th St,59,San Bruno Ave,Utah St,9/16/2018,Survey,Yes,Collector
1990,1407000,25th St,100,Minnesota St,I-280 N On Ramp \ Indiana St,9/14/2018,Treatment,Yes,Residential
1991,1409000,25th St,100,Iowa St,Pennsylvania Ave,9/14/2018,Treatment,Yes,Residential
1992,1408000,25th St,100,I-280 N On Ramp \ Indiana St,Iowa St,9/14/2018,Treatment,Yes,Residential
1993,1405000,25th St,100,03rd St,Tennessee St,9/14/2018,Treatment,Yes,Residential
1994,1406000,25th St,100,Tennessee St,Minnesota St,9/14/2018,Treatment,Yes,Residential
1995,1461000,25th St,68,Grand View Ave,End,8/16/2018,Survey,Yes,Residential
1996,1458000,25th St,80,Homestead St,Hoffman Ave,8/16/2018,Survey,Yes,Residential
1997,1457000,25th St,87,Douglass St,Homestead St,8/16/2018,Survey,Yes,Residential
1998,1456000,25th St,88,Diamond St,Douglass St,8/16/2018,Survey,Yes,Residential
1999,1460000,25th St,91,Fountain St,Grand View Ave,8/16/2018,Survey,Yes,Residential
2000,1448000,25th St,54,Guerrero St,Fair Oaks St,8/9/2018,Survey,Yes,Residential
2001,1449000,25th St,57,Fair Oaks St,Dolores St,8/9/2018,Survey,Yes,Residential
2002,1445000,25th St,68,Valencia St,Poplar St,8/9/2018,Survey,Yes,Residential
2003,1451000,25th St,81,Church St,Vicksburg St,8/9/2018,Survey,Yes,Residential
2004,1454000,25th St,83,Noe St,Castro St,8/9/2018,Survey,Yes,Residential
2005,1446000,25th St,89,Poplar St,San Jose Ave,8/9/2018,Survey,Yes,Residential
2006,1452000,25th St,91,Vicksburg St,Sanchez St,8/9/2018,Survey,Yes,Residential
2007,1447000,25th St,95,San Jose Ave,Guerrero St,8/9/2018,Survey,Yes,Residential
2008,1438000,25th St,25,Cypress St,Capp St,7/25/2018,Survey,Yes,Residential
2009,1437000,25th St,27,South Van Ness Ave,Cypress St,7/25/2018,Survey,Yes,Residential
2010,1432000,25th St,29,Lucky St,Folsom St,7/25/2018,Survey,Yes,Residential
2011,1439000,25th St,41,Capp St,Lilac St,7/25/2018,Survey,Yes,Residential
2012,1433000,25th St,44,Folsom St,Horace St,7/25/2018,Survey,Yes,Residential
2013,1428000,25th St,45,Alabama St,Harrison St,7/25/2018,Survey,Yes,Residential
2014,1426000,25th St,48,Bryant St,Florida St,7/25/2018,Survey,Yes,Residential
2015,1434000,25th St,49,Horace St,Shotwell St,7/25/2018,Survey,Yes,Residential
2016,1440000,25th St,55,Lilac St,Mission St,7/25/2018,Survey,Yes,Residential
2017,1425000,25th St,62,York St,Bryant St,7/25/2018,Survey,Yes,Residential
2018,1424000,25th St,64,Hampshire St,York St,7/25/2018,Survey,Yes,Residential
2019,1427000,25th St,69,Florida St,Alabama St,7/25/2018,Survey,Yes,Residential
2020,1429000,25th St,75,Harrison St,Balmy St,7/25/2018,Survey,Yes,Residential
2021,1430000,25th St,77,Balmy St,Treat Ave,7/25/2018,Survey,Yes,Residential
2022,1444000,25th St,79,Orange Aly,Valencia St,7/25/2018,Survey,Yes,Residential
2023,1431000,25th St,80,Treat Ave,Lucky St,7/25/2018,Survey,Yes,Residential
2024,1441000,25th St,81,Mission St,Osage Aly,7/25/2018,Survey,Yes,Residential
2025,1443000,25th St,82,Bartlett St,Orange Aly,7/25/2018,Survey,Yes,Residential
2026,1423000,25th St,83,Cesar Chavez On Ramp \ Potrero Ave,Hampshire St,7/25/2018,Survey,Yes,Residential
2027,1442000,25th St,84,Osage Aly,Bartlett St,7/25/2018,Survey,Yes,Residential
2028,1435000,25th St,88,Shotwell St,Virgil St,7/25/2018,Survey,Yes,Residential
2029,1436000,25th St,88,Virgil St,South Van Ness Ave,7/25/2018,Survey,Yes,Residential
2030,1455000,25th St,100,Castro St,Diamond St,8/9/2017,Treatment,Yes,Residential
2031,1462000,25th St,95,End,High St,7/2/2017,Survey,Yes,Residential
2032,1450000,25th St,66,Dolores St,Church St,6/30/2017,Survey,Yes,Residential
2033,1412000,25th St,14,Dakota St \ Texas St,Missouri St,10/2/2016,Survey,Yes,Residential
2034,1413000,25th St,16,Missouri St,Connecticut St,10/2/2016,Survey,Yes,Residential
2035,25602000,25th St,100,Guerrero St,Intersection,4/14/2014,Treatment,No,
2036,24085000,25TH ST,100,OSAGE ALY,Intersection,11/14/2011,Treatment,No,
2037,24087000,25TH ST,100,BARTLETT ST,Intersection,11/14/2011,Treatment,No,
2038,24090000,25TH ST,100,ORANGE ALY,Intersection,11/14/2011,Treatment,No,
2039,25637000,25TH ST,100,VICKSBURG ST,Intersection,3/15/2010,Treatment,No,
2040,1403000,25TH ST,46,MICHIGAN ST,ILLINOIS ST,10/29/2008,Survey,No,
2041,1404000,25TH ST,100,ILLINOIS ST,03RD ST,10/29/2008,Survey,No,
2042,23722000,25TH ST,100,UTAH ST,Intersection,8/26/1999,Treatment,No,
2043,23548000,25TH ST,100,ILLINOIS ST,Intersection,4/1/1999,Treatment,No,
2044,23949000,25th St: Cesar Chavez On Ramp \ Potrero Ave Intersection,100,CESAR CHAVEZ ON RAMP \ POTRERO AVE,Intersection,3/14/2017,Treatment,No,
2045,22324000,25th St: Grand View Ave Intersection,100,GRAND VIEW AVE,Intersection,6/1/2018,Treatment,No,
2046,23609000,25th St: I-280 N On Ramp \ Indiana St Intersection,100,I-280 N ON RAMP \ INDIANA ST,Intersection,9/14/2018,Treatment,No,
2047,23543000,25th St: Minnesota St Intersection,100,MINNESOTA ST,Intersection,9/14/2018,Treatment,No,
2048,23952000,25th St: Potrero Ave Intersection,100,POTRERO AVE,Intersection,3/14/2017,Treatment,No,
2049,23694000,25th St: Rhode Island St Intersection,100,RHODE ISLAND ST,Intersection,6/1/2017,Treatment,No,
2050,23716000,25th St: San Bruno Ave Intersection,100,SAN BRUNO AVE,Intersection,3/6/2019,Treatment,No,
2051,23542000,25th St: Tennessee St Intersection,100,TENNESSEE ST,Intersection,9/14/2018,Treatment,No,
2052,1491000,26th Ave,63,Ocean Ave,Eucalyptus Dr,11/2/2018,Survey,Yes,Residential
2053,1466000,26th Ave,56,Seacliff Ave,Scenic Way,10/21/2018,Survey,Yes,Residential
2054,1467000,26th Ave,74,Scenic Way,Automobile Dr,10/21/2018,Survey,Yes,Residential
2055,1468000,26th Ave,78,Automobile Dr,El Camino Del Mar,10/21/2018,Survey,Yes,Residential
2056,1469000,26th Ave,81,El Camino Del Mar,Lake St,10/21/2018,Survey,Yes,Residential
2057,1490000,26th Ave,63,Sloat Blvd,Ocean Ave,9/13/2018,Survey,Yes,Residential
2058,1482000,26th Ave,73,Moraga St,Noriega St,8/25/2018,Survey,Yes,Residential
2059,1481000,26th Ave,76,Lawton St,Moraga St,8/25/2018,Survey,Yes,Residential
2060,1479000,26th Ave,77,Judah St,Kirkham St,8/25/2018,Survey,Yes,Residential
2061,1477000,26th Ave,95,Lincoln Way,Irving St,8/25/2018,Survey,Yes,Residential
2062,1486000,26th Ave,78,Santiago St,Taraval St,8/24/2018,Survey,Yes,Residential
2063,1483000,26th Ave,79,Noriega St,Ortega St,8/24/2018,Survey,Yes,Residential
2064,1489000,26th Ave,82,Vicente St,End,8/24/2018,Survey,Yes,Residential
2065,1484000,26th Ave,86,Quintara St,Rivera St,8/24/2018,Survey,Yes,Residential
2066,1487000,26th Ave,86,Taraval St,Ulloa St,8/24/2018,Survey,Yes,Residential
2067,1488000,26th Ave,88,Ulloa St,Vicente St,8/24/2018,Survey,Yes,Residential
2068,1485000,26th Ave,89,Rivera St,Santiago St,8/24/2018,Survey,Yes,Residential
2069,1470000,26th Ave,76,Lake St,California St,7/27/2018,Survey,Yes,Residential
2070,1475000,26th Ave,80,Balboa St,Cabrillo St,7/27/2018,Survey,Yes,Residential
2071,1476000,26th Ave,80,Cabrillo St,Fulton St,7/27/2018,Survey,Yes,Residential
2072,1473000,26th Ave,83,Geary Blvd,Anza St,7/27/2018,Survey,Yes,Residential
2073,1474000,26th Ave,87,Anza St,Balboa St,7/27/2018,Survey,Yes,Residential
2074,1478000,26th Ave,100,Irving St,Judah St,1/19/2018,Treatment,Yes,Residential
2075,1472000,26th Ave,100,Clement St,Geary Blvd,1/10/2018,Treatment,Yes,Residential
2076,1471000,26th Ave,100,California St,Clement St,1/10/2018,Treatment,Yes,Residential
2077,1480000,26th Ave,100,Kirkham St,Lawton St,12/11/2017,Treatment,Yes,Residential
2078,27425000,26th Ave,100,Kirkham St,Intersection,2/28/2014,Treatment,No,
2079,27546000,26th Ave,100,Balboa St,Intersection,5/17/2013,Treatment,No,
2080,23267000,26TH AVE,100,RIVERA ST,Intersection,3/28/2003,Treatment,No,
2081,27556000,26TH AVE,100,CLEMENT ST,Intersection,5/3/2002,Treatment,No,
2082,23275000,26TH AVE,100,QUINTARA ST,Intersection,6/28/2001,Treatment,No,
2083,27658000,26TH AVE,100,LAKE ST,Intersection,7/30/1998,Treatment,No,
2084,27521000,26th Ave: Fulton St Intersection,100,FULTON ST,Intersection,4/19/2017,Treatment,No,
2085,27433000,26th Ave: Irving St Intersection,100,IRVING ST,Intersection,1/23/2017,Treatment,No,
2086,1537000,26th St,79,Sanchez St,Noe St,10/22/2018,Survey,Yes,Residential
2087,1499000,26th St,20,Tennessee St,Minnesota St,10/14/2018,Survey,Yes,Residential
2088,1505000,26th St,34,Blair Ter,De Haro St,10/14/2018,Survey,Yes,Residential
2089,1504000,26th St,34,Wisconsin St,Blair Ter,10/14/2018,Survey,Yes,Residential
2090,1506000,26th St,59,De Haro St,Rhode Island St,10/14/2018,Survey,Yes,Residential
2091,1507000,26th St,85,Rhode Island St,Kansas St,10/14/2018,Survey,Yes,Residential
2092,1539000,26th St,93,Castro St,Diamond St,9/14/2018,Treatment,Yes,Residential
2093,1538000,26th St,33,Noe St,Castro St,8/9/2018,Survey,Yes,Residential
2094,1535000,26th St,43,Dolores St,Church St,8/9/2018,Survey,Yes,Residential
2095,1536000,26th St,53,Church St,Sanchez St,8/9/2018,Survey,Yes,Residential
2096,1533000,26th St,64,Guerrero St,Fair Oaks St,8/9/2018,Survey,Yes,Residential
2097,1530000,26th St,82,Valencia St,Poplar St,8/9/2018,Survey,Yes,Residential
2098,1532000,26th St,82,San Jose Ave,Guerrero St,8/9/2018,Survey,Yes,Residential
2099,1531000,26th St,85,Poplar St,San Jose Ave,8/9/2018,Survey,Yes,Residential
2100,1540000,26th St,85,Diamond St,Douglass St,8/9/2018,Survey,Yes,Residential
2101,1534000,26th St,71,Fair Oaks St,Dolores St,8/7/2018,Survey,Yes,Residential
2102,1526000,26th St,38,Mission St,Osage Aly,7/25/2018,Survey,Yes,Residential
2103,1524000,26th St,44,Capp St,Lilac St,7/25/2018,Survey,Yes,Residential
2104,1525000,26th St,47,Lilac St,Mission St,7/25/2018,Survey,Yes,Residential
2105,1529000,26th St,47,Orange Aly,Valencia St,7/25/2018,Survey,Yes,Residential
2106,1528000,26th St,55,Bartlett St,Orange Aly,7/25/2018,Survey,Yes,Residential
2107,1527000,26th St,56,Osage Aly,Bartlett St,7/25/2018,Survey,Yes,Residential
2108,1514000,26th St,67,Alabama St,Harrison St,7/25/2018,Survey,Yes,Residential
2109,1522000,26th St,67,South Van Ness Ave,Cypress St,7/25/2018,Survey,Yes,Residential
2110,1519000,26th St,74,Horace St,Shotwell St,7/25/2018,Survey,Yes,Residential
2111,1511000,26th St,75,York St,Bryant St,7/25/2018,Survey,Yes,Residential
2112,1510000,26th St,75,Hampshire St,York St,7/25/2018,Survey,Yes,Residential
2113,1517000,26th St,80,Lucky St,Folsom St,7/25/2018,Survey,Yes,Residential
2114,1516000,26th St,82,Treat Ave \ Treat Way,Lucky St,7/25/2018,Survey,Yes,Residential
2115,1518000,26th St,83,Folsom St,Horace St,7/25/2018,Survey,Yes,Residential
2116,1521000,26th St,83,Virgil St,South Van Ness Ave,7/25/2018,Survey,Yes,Residential
2117,1523000,26th St,83,Cypress St,Capp St,7/25/2018,Survey,Yes,Residential
2118,1520000,26th St,85,Shotwell St,Virgil St,7/25/2018,Survey,Yes,Residential
2119,1512000,26th St,89,Bryant St,Florida St,7/25/2018,Survey,Yes,Residential
2120,1515000,26th St,89,Harrison St,Treat Ave \ Treat Way,7/25/2018,Survey,Yes,Residential
2121,1508000,26th St,100,Kansas St,Vermont St,7/5/2018,Treatment,Yes,Residential
2122,1513000,26th St,95,Florida St,Alabama St,6/6/2018,Treatment,Yes,Residential
2123,1503000,26th St,97,Connecticut St,Wisconsin St,10/10/2017,Survey,Yes,Residential
2124,21898000,26th St,100,Guerrero St,Intersection,4/14/2014,Treatment,No,
2125,23695000,26th St,100,Rhode Island St,Intersection,5/17/2013,Treatment,No,
2126,23715000,26th St,100,Kansas St,Intersection,5/17/2013,Treatment,No,
2127,1500000,26TH ST,34,MINNESOTA ST,INDIANA ST,10/29/2008,Survey,No,
2128,1498000,26TH ST,67,03RD ST,TENNESSEE ST,10/29/2008,Survey,No,
2129,1501000,26TH ST,74,INDIANA ST,END,10/29/2008,Survey,No,
2130,23686000,26TH ST,100,WISCONSIN ST,Intersection,2/23/2004,Treatment,No,
2131,21124000,26TH ST,100,YORK ST,Intersection,8/8/2003,Treatment,No,
2132,21137000,26TH ST,100,BRYANT ST,Intersection,8/8/2003,Treatment,No,
2133,21170000,26TH ST,100,ALABAMA ST,Intersection,8/8/2003,Treatment,No,
2134,21174000,26TH ST,100,HARRISON ST,Intersection,8/8/2003,Treatment,No,
2135,23689000,26TH ST,100,BLAIR TER,Intersection,8/8/2003,Treatment,No,
2136,23693000,26TH ST,100,DE HARO ST,Intersection,8/8/2003,Treatment,No,
2137,23948000,26TH ST,100,HAMPSHIRE ST,Intersection,8/8/2003,Treatment,No,
2138,23981000,26TH ST,100,TREAT AVE \ TREAT WAY,Intersection,8/8/2003,Treatment,No,
2139,1509000,26TH ST,71,VERMONT ST,VERMONT ST,11/14/2002,Survey,No,
2140,21305000,26TH ST,100,CAPP ST,Intersection,10/21/1997,Treatment,No,
2141,24061000,26TH ST,100,VIRGIL ST,Intersection,10/21/1997,Treatment,No,
2142,24067000,26TH ST,100,CYPRESS ST,Intersection,10/21/1997,Treatment,No,
2143,21293000,26TH ST,100,SHOTWELL ST,Intersection,10/20/1997,Treatment,No,
2144,22042000,26th St: Diamond St Intersection,100,DIAMOND ST,Intersection,6/1/2017,Treatment,No,
2145,1544000,27th Ave,43,Lake St,California St,10/21/2018,Survey,Yes,Residential
2146,1543000,27th Ave,50,El Camino Del Mar,Lake St,10/21/2018,Survey,Yes,Residential
2147,1542000,27th Ave,64,Automobile Dr,El Camino Del Mar,10/21/2018,Survey,Yes,Residential
2148,1541000,27th Ave,78,Seacliff Ave,Automobile Dr,10/21/2018,Survey,Yes,Residential
2149,1557000,27th Ave,100,Noriega St,Ortega St,10/19/2018,Treatment,Yes,Residential
2150,1548000,27th Ave,70,Anza St,Balboa St,7/27/2018,Survey,Yes,Residential
2151,1545000,27th Ave,80,California St,Clement St,7/27/2018,Survey,Yes,Residential
2152,1549000,27th Ave,83,Balboa St,Cabrillo St,7/27/2018,Survey,Yes,Residential
2153,1550000,27th Ave,87,Cabrillo St,Fulton St,7/27/2018,Survey,Yes,Residential
2154,1547000,27th Ave,87,Geary Blvd,Anza St,7/27/2018,Survey,Yes,Residential
2155,1554000,27th Ave,79,Kirkham St,Lawton St,7/13/2018,Survey,Yes,Residential
2156,1558000,27th Ave,83,Quintara St,Rivera St,7/13/2018,Survey,Yes,Residential
2157,1553000,27th Ave,84,Judah St,Kirkham St,7/13/2018,Survey,Yes,Residential
2158,1555000,27th Ave,86,Lawton St,Moraga St,7/13/2018,Survey,Yes,Residential
2159,1561000,27th Ave,87,Taraval St,Ulloa St,7/13/2018,Survey,Yes,Residential
2160,1556000,27th Ave,87,Moraga St,Noriega St,7/13/2018,Survey,Yes,Residential
2161,1559000,27th Ave,87,Rivera St,Santiago St,7/13/2018,Survey,Yes,Residential
2162,1562000,27th Ave,87,Ulloa St,Vicente St,7/13/2018,Survey,Yes,Residential
2163,1551000,27th Ave,88,Lincoln Way,Irving St,7/13/2018,Survey,Yes,Residential
2164,1560000,27th Ave,96,Santiago St,Taraval St,7/13/2018,Survey,Yes,Residential
2165,1552000,27th Ave,100,Irving St,Judah St,1/19/2018,Treatment,Yes,Residential
2166,1546000,27th Ave,100,Clement St,Geary Blvd,1/10/2018,Treatment,Yes,Residential
2167,27426000,27th Ave,100,Kirkham St,Intersection,2/28/2014,Treatment,No,
2168,27551000,27TH AVE,100,ANZA ST,Intersection,11/10/2005,Treatment,No,
2169,23279000,27TH AVE,100,RIVERA ST,Intersection,3/28/2003,Treatment,No,
2170,23288000,27TH AVE,100,QUINTARA ST,Intersection,6/28/2001,Treatment,No,
2171,27559000,27th Ave: Clement St Intersection,100,CLEMENT ST,Intersection,1/12/2018,Treatment,No,
2172,27525000,27th Ave: Fulton St Intersection,100,FULTON ST,Intersection,4/19/2017,Treatment,No,
2173,27434000,27th Ave: Irving St Intersection,100,IRVING ST,Intersection,1/23/2017,Treatment,No,
2174,1569101,27th St,47,End,Castro St \ Newburg St,8/24/2018,Survey,Yes,Residential
2175,1570000,27th St,50,Castro St \ Newburg St,Kronquist Ct,8/24/2018,Survey,Yes,Residential
2176,1571000,27th St,58,Kronquist Ct,Diamond St,8/24/2018,Survey,Yes,Residential
2177,1569201,27th St,58,End,Castro St \ Newburg St,8/24/2018,Survey,Yes,Residential
2178,1572000,27th St,69,Diamond St,Douglass St,8/24/2018,Survey,Yes,Residential
2179,1567000,27th St,43,Sanchez St,Noe St,8/16/2018,Survey,Yes,Residential
2180,1564000,27th St,83,Guerrero St,Dolores St,8/16/2018,Survey,Yes,Residential
2181,1565000,27th St,85,Dolores St,Church St,8/16/2018,Survey,Yes,Residential
2182,1563000,27th St,100,San Jose Ave,Guerrero St,8/16/2018,Survey,Yes,Residential
2183,1566000,27th St,95,Church St,Sanchez St,11/30/2017,Treatment,Yes,Residential
2184,1573000,27th St,95,Douglass St,Safira Ln,7/25/2017,Survey,Yes,Residential
2185,21352000,27TH ST,100,SAN JOSE AVE,Intersection,3/13/2003,Treatment,No,
2186,21354000,27th St: Guerrero St Intersection,100,GUERRERO ST,Intersection,6/20/2017,Treatment,No,
2187,1574000,28th Ave,67,El Camino Del Mar,Mclaren Ave,10/21/2018,Survey,Yes,Residential
2188,1575000,28th Ave,81,Mclaren Ave,Lake St,10/21/2018,Survey,Yes,Residential
2189,1576000,28th Ave,84,Lake St,California St,10/21/2018,Survey,Yes,Residential
2190,1578000,28th Ave,79,Clement St,Geary Blvd,7/27/2018,Survey,Yes,Residential
2191,1581000,28th Ave,83,Balboa St,Cabrillo St,7/27/2018,Survey,Yes,Residential
2192,1580000,28th Ave,84,Anza St,Balboa St,7/27/2018,Survey,Yes,Residential
2193,1577000,28th Ave,87,California St,Clement St,7/27/2018,Survey,Yes,Residential
2194,1582000,28th Ave,87,Cabrillo St,Fulton St,7/27/2018,Survey,Yes,Residential
2195,1579000,28th Ave,87,Geary Blvd,Anza St,7/27/2018,Survey,Yes,Residential
2196,1583000,28th Ave,80,Lincoln Way,Irving St,7/14/2018,Survey,Yes,Arterial
2197,1587000,28th Ave,82,Lawton St,Moraga St,7/14/2018,Survey,Yes,Arterial
2198,1595000,28th Ave,85,Taraval St,Ulloa St,7/14/2018,Survey,Yes,Arterial
2199,1594000,28th Ave,85,Santiago St,Taraval St,7/14/2018,Survey,Yes,Arterial
2200,1591000,28th Ave,85,Pacheco St,Quintara St,7/14/2018,Survey,Yes,Arterial
2201,1592000,28th Ave,87,Quintara St,Rivera St,7/14/2018,Survey,Yes,Arterial
2202,1597000,28th Ave,87,Vicente St,End,7/14/2018,Survey,Yes,Residential
2203,1585000,28th Ave,87,Judah St,Kirkham St,7/14/2018,Survey,Yes,Arterial
2204,1596000,28th Ave,87,Ulloa St,Vicente St,7/14/2018,Survey,Yes,Arterial
2205,1593000,28th Ave,87,Rivera St,Santiago St,7/14/2018,Survey,Yes,Arterial
2206,1586000,28th Ave,87,Kirkham St,Lawton St,7/14/2018,Survey,Yes,Arterial
2207,1588000,28th Ave,87,Moraga St,Noriega St,7/14/2018,Survey,Yes,Arterial
2208,1589000,28th Ave,88,Noriega St,Ortega St,7/14/2018,Survey,Yes,Arterial
2209,1590000,28th Ave,88,Ortega St,Pacheco St,7/14/2018,Survey,Yes,Arterial
2210,1584000,28th Ave,91,Irving St,Judah St,7/14/2018,Survey,Yes,Arterial
2211,23280000,28th Ave,100,Santiago St,Intersection,1/24/2014,Treatment,No,
2212,23281000,28th Ave,100,Rivera St,Intersection,1/24/2014,Treatment,No,
2213,23290000,28th Ave,100,Pacheco St,Intersection,1/17/2014,Treatment,No,
2214,27429000,28th Ave,100,Kirkham St,Intersection,1/10/2014,Treatment,No,
2215,27405000,28th Ave,100,Moraga St,Intersection,12/18/2013,Treatment,No,
2216,27407000,28th Ave,100,Lawton St,Intersection,12/18/2013,Treatment,No,
2217,27841000,28th Ave,100,Clement St,Intersection,6/25/2013,Treatment,No,
2218,27550000,28th Ave,100,Balboa St,Intersection,3/18/2013,Treatment,No,
2219,27528000,28TH AVE,100,CABRILLO ST,Intersection,9/24/2008,Treatment,No,
2220,27552000,28TH AVE,100,ANZA ST,Intersection,9/22/2008,Treatment,No,
2221,27558000,28TH AVE,100,GEARY BLVD,Intersection,5/2/2002,Treatment,No,
2222,27527000,28th Ave: Fulton St Intersection,100,FULTON ST,Intersection,4/19/2017,Treatment,No,
2223,27437000,28th Ave: Irving St Intersection,100,IRVING ST,Intersection,4/21/2017,Treatment,No,
2224,23253000,28th Ave: Ulloa St Intersection,100,ULLOA ST,Intersection,5/1/2017,Treatment,No,
2225,1602000,28th St,57,Sanchez St,Noe St,8/16/2018,Survey,Yes,Residential
2226,1605000,28th St,67,Diamond St,Douglass St,8/16/2018,Survey,Yes,Residential
2227,1600000,28th St,81,Dolores St,Church St,8/16/2018,Survey,Yes,Residential
2228,1603000,28th St,83,Noe St,Castro St,8/16/2018,Survey,Yes,Residential
2229,1604000,28th St,83,Castro St,Diamond St,8/16/2018,Survey,Yes,Residential
2230,1599000,28th St,93,Guerrero St \ San Jose Ave,Dolores St,8/16/2018,Survey,Yes,Residential
2231,1601000,28th St,93,Church St,Sanchez St,8/16/2018,Survey,Yes,Residential
2232,21896000,28th St,100,Dolores St,Intersection,9/6/2013,Treatment,No,
2233,21351000,28th St: Guerrero St \ San Jose Ave Intersection,100,GUERRERO ST \ SAN JOSE AVE,Intersection,6/20/2017,Treatment,No,
2234,1607000,29th Ave,59,Lake St,California St,10/30/2018,Survey,Yes,Residential
2235,1606000,29th Ave,52,Mclaren Ave,Lake St,10/21/2018,Survey,Yes,Residential
2236,1625000,29th Ave,92,Santiago St,Taraval St,9/14/2018,Treatment,Yes,Residential
